,Natural,SQL
245,List all the authors for N09-2018,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'N09-2018' 
246,List all the authors for W09-0435,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W09-0435' 
247,List all the authors for W10-4162,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W10-4162' 
248,List all the authors for W98-1402,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W98-1402' 
249,List all the authors for W06-1649,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W06-1649' 
250,List all the authors for D08-1112,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'D08-1112' 
251,List all the authors for C86-1038,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'C86-1038' 
252,List all the authors for N09-1035,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'N09-1035' 
253,List all the authors for W11-1601,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W11-1601' 
254,List all the authors for W12-1642,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W12-1642' 
255,List all the authors for W98-1015,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W98-1015' 
256,List all the authors for P97-1048,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P97-1048' 
257,What is the number of Authors of D10-1058,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D10-1058' 
258,What is the number of Authors of W14-2401,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W14-2401' 
259,What is the number of Authors of P09-2006,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P09-2006' 
260,What is the number of Authors of P14-2009,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P14-2009' 
261,What is the number of Authors of W13-1602,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W13-1602' 
262,What is the number of Authors of D14-1178,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D14-1178' 
263,What is the number of Authors of A83-1011,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'A83-1011' 
264,What is the number of Authors of W02-0606,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W02-0606' 
265,What is the number of Authors of W11-0605,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-0605' 
266,What is the number of Authors of S12-1002,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'S12-1002' 
267,What is the number of Authors of D14-1136,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D14-1136' 
268,What is the number of Authors of H91-1069,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'H91-1069' 
269,What is the number of Authors of N09-2050,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N09-2050' 
270,What is the number of Authors of P12-1089,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P12-1089' 
271,What is the number of Authors of P98-1042,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P98-1042' 
272,What is the number of Authors of W08-0707,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W08-0707' 
273,What is the number of Authors of W97-0400,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W97-0400' 
274,What is the number of Authors of E83-1006,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'E83-1006' 
275,What is the number of Authors of C10-2171,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C10-2171' 
276,What is the number of Authors of H05-1082,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'H05-1082' 
277,What is the number of Authors of N07-2033,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N07-2033' 
278,What is the number of Authors of P07-1004,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P07-1004' 
279,What is the number of Authors of W11-1824,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-1824' 
280,What is the number of Authors of P13-1155,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P13-1155' 
281,What is the number of Authors of C80-1074,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C80-1074' 
282,What is the number of Authors of W98-1422,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W98-1422' 
283,What is the number of Authors of P15-1038,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P15-1038' 
284,What is the number of Authors of W06-1314,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W06-1314' 
285,What is the number of Authors of W11-2106,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-2106' 
286,What is the number of Authors of C67-1009,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C67-1009' 
287,What is the number of Authors of W98-0714,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W98-0714' 
288,What is the number of Authors of C10-1018,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C10-1018' 
289,What is the number of Authors of W12-0212,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W12-0212' 
290,What is the number of Authors of C10-1082,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C10-1082' 
291,What is the number of Authors of W12-3802,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W12-3802' 
292,What is the number of Authors of W03-0703,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W03-0703' 
293,What is the number of Authors of W03-0108,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W03-0108' 
294,What is the number of Authors of W07-1003,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W07-1003' 
295,What is the number of Authors of P09-2059,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'P09-2059' 
296,What is the number of Authors of D12-1041,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'D12-1041' 
297,List all the papers with FieldID F-4,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-4' 
298,List all the papers with FieldID F-2,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-2' 
299,List all the papers with FieldID F-13,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-13' 
300,List all the papers with FieldID F-14,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-14' 
301,List all the papers with FieldID F-9,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-9' 
304,What are the papers associated with FieldID F-12 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-12' 
305,What are the papers associated with FieldID F-14 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-14' 
306,What are the papers associated with FieldID F-7 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-7' 
307,What are the papers associated with FieldID F-4 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-4' 
308,What are the papers associated with FieldID F-13 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-13' 
310,What are the papers associated with FieldID F-10 ?,SELECT PaperID FROM PaperID_FieldID WHERE FieldID = 'F-10' 
311,Count all the papers associated with FieldID F-6.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-6' 
312,Count all the papers associated with FieldID F-9.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-9' 
313,Count all the papers associated with FieldID F-5.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-5' 
314,Count all the papers associated with FieldID F-0.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-0' 
315,Count all the papers associated with FieldID F-10.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-10' 
316,Count all the papers associated with FieldID F-12.,SELECT COUNT(PaperID) FROM PaperID_FieldID WHERE FieldID = 'F-12' 
318,List all the Field IDs.,"SELECT DISTINCT FieldID FROM PaperID_FieldID """
319,List all the Field IDs associated with paperID C67-1030.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C67-1030'
320,List all the Field IDs associated with paperID P06-1041.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P06-1041'
321,List all the Field IDs associated with paperID C82-1025.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C82-1025'
322,List all the Field IDs associated with paperID C86-1026.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C86-1026'
323,List all the Field IDs associated with paperID I05-2022.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'I05-2022'
324,List all the Field IDs associated with paperID C14-1063.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C14-1063'
325,List all the Field IDs associated with paperID W12-0406.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W12-0406'
326,List all the Field IDs associated with paperID C82-2036.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C82-2036'
327,List all the Field IDs associated with paperID C08-1103.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C08-1103'
328,List all the Field IDs associated with paperID D13-1166.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D13-1166'
329,List all the Field IDs associated with paperID P97-1019.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P97-1019'
330,List all the Field IDs associated with paperID W00-1215.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W00-1215'
331,List all the Field IDs associated with paperID W07-2086.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W07-2086'
332,List all the Field IDs associated with paperID W07-1518.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W07-1518'
333,List all the Field IDs associated with paperID W06-3710.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-3710'
334,List all the Field IDs associated with paperID A00-2040.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'A00-2040'
335,List all the Field IDs associated with paperID N07-1047.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'N07-1047'
336,List all the Field IDs associated with paperID W08-1123.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W08-1123'
337,List all the Field IDs associated with paperID L08-1052.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'L08-1052'
338,List all the Field IDs associated with paperID C04-1111.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C04-1111'
339,List all the Field IDs associated with paperID W10-1110.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-1110'
340,List all the Field IDs associated with paperID N15-1057.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'N15-1057'
341,List all the Field IDs associated with paperID W96-0302.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W96-0302'
342,List all the Field IDs associated with paperID W14-3104.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W14-3104'
343,List all the Field IDs associated with paperID W10-3602.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-3602'
344,List all the Field IDs associated with paperID W04-1402.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W04-1402'
345,List all the Field IDs associated with paperID W11-2126.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W11-2126'
346,List all the Field IDs associated with paperID D07-1097.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D07-1097'
347,List all the Field IDs associated with paperID E91-1043.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'E91-1043'
348,List all the Field IDs associated with paperID W06-0603.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-0603'
349,List all the Field IDs associated with paperID W04-2117.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W04-2117'
350,List all the Field IDs associated with paperID W04-2612.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W04-2612'
351,List all the Field IDs associated with paperID W10-0605.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-0605'
352,List all the Field IDs associated with paperID S13-2046.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S13-2046'
353,List all the Field IDs associated with paperID W06-0140.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-0140'
354,List all the Field IDs associated with paperID W14-2302.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W14-2302'
355,List all the Field IDs associated with paperID J94-1003.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'J94-1003'
356,List all the Field IDs associated with paperID P11-3021.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P11-3021'
357,List all the Field IDs associated with paperID C65-1006.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C65-1006'
358,List all the Field IDs associated with paperID P15-2017.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P15-2017'
359,What are the Fields associated with paperID N09-2007?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'N09-2007'
360,What are the Fields associated with paperID C94-2125?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C94-2125'
361,What are the Fields associated with paperID W06-0406?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-0406'
362,What are the Fields associated with paperID W01-0506?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W01-0506'
363,What are the Fields associated with paperID I08-7007?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'I08-7007'
364,What are the Fields associated with paperID P83-1025?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P83-1025'
365,What are the Fields associated with paperID W00-0104?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W00-0104'
366,What are the Fields associated with paperID W07-1803?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W07-1803'
367,What are the Fields associated with paperID C88-1081?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C88-1081'
368,What are the Fields associated with paperID W10-4235?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-4235'
369,What are the Fields associated with paperID W00-0105?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W00-0105'
370,What are the Fields associated with paperID P09-1121?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P09-1121'
371,What are the Fields associated with paperID C82-1064?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C82-1064'
372,What are the Fields associated with paperID E09-1034?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'E09-1034'
373,What are the Fields associated with paperID P10-1129?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P10-1129'
374,What are the Fields associated with paperID J81-2003?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'J81-2003'
375,What are the Fields associated with paperID W14-0602?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W14-0602'
376,What are the Fields associated with paperID P98-2233?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P98-2233'
377,What are the Fields associated with paperID W07-0735?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W07-0735'
378,What are the Fields associated with paperID P89-1013?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P89-1013'
379,What are the Fields associated with paperID S14-2064?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S14-2064'
380,What are the Fields associated with paperID H91-1081?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'H91-1081'
381,What are the Fields associated with paperID A97-1022?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'A97-1022'
382,What are the Fields associated with paperID Q15-1005?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'Q15-1005'
383,What are the Fields associated with paperID D08-1017?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D08-1017'
384,What are the Fields associated with paperID I08-4021?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'I08-4021'
385,What are the Fields associated with paperID W02-1117?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W02-1117'
386,What are the Fields associated with paperID W09-0428?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W09-0428'
387,What are the Fields associated with paperID D08-1043?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'D08-1043'
388,What are the Fields associated with paperID P03-1044?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P03-1044'
389,What are the Fields associated with paperID X93-1010?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'X93-1010'
390,What are the Fields associated with paperID C94-2121?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'C94-2121'
391,What are the Fields associated with paperID W11-1516?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W11-1516'
392,What are the Fields associated with paperID W99-0501?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W99-0501'
393,What are the Fields associated with paperID P10-1095?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P10-1095'
394,What are the Fields associated with paperID J12-2003?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'J12-2003'
395,What are the Fields associated with paperID S14-2095?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S14-2095'
396,What are the Fields associated with paperID S14-2144?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S14-2144'
